hour,day_of_week,month,is_weekend,beds_total,beds_occupied,beds_available,icu_total,icu_occupied,icu_available,staff_count,shift,er_arrivals,equipment_in_use,seasonal_factor,patients_next_hour,beds_needed_24h,staff_needed_24h
17,4,3,0,110,77,33,20,11,9,22,1,6,21,1.075,9,80,31
18,4,3,0,110,81,29,20,12,8,24,1,13,21,1.075,14,88,34
19,4,3,0,110,82,28,20,14,6,28,1,7,20,1.075,9,82,28
20,4,3,0,110,80,30,20,12,8,23,1,3,19,1.075,5,86,29
21,4,3,0,110,71,39,20,14,6,23,1,2,15,1.075,3,71,18
22,4,3,0,110,76,34,20,14,6,25,1,5,17,1.075,8,80,18
23,4,3,0,110,77,33,20,15,5,16,2,4,17,1.075,5,79,18
0,5,3,1,110,69,41,20,14,6,16,2,3,17,1.075,6,73,18
1,5,3,1,110,84,26,20,12,8,17,2,8,15,1.075,9,88,22
2,5,3,1,110,67,43,20,15,5,20,2,4,13,1.075,5,70,20
3,5,3,1,110,77,33,20,11,9,19,2,4,13,1.075,5,78,24
4,5,3,1,110,72,38,20,13,7,17,2,5,18,1.075,6,69,21
5,5,3,1,110,72,38,20,13,7,16,2,1,17,1.075,2,77,25
6,5,3,1,110,70,40,20,13,7,19,2,5,17,1.075,7,74,24
7,5,3,1,110,82,28,20,14,6,36,0,4,18,1.075,4,81,26
8,5,3,1,110,75,35,20,12,8,36,0,4,21,1.075,6,78,31
9,5,3,1,110,92,18,20,14,6,31,0,7,22,1.075,9,97,37
10,5,3,1,110,91,19,20,10,10,36,0,7,20,1.075,7,97,45
11,5,3,1,110,87,23,20,14,6,34,0,10,22,1.075,12,94,42
12,5,3,1,110,75,35,20,15,5,36,0,8,19,1.075,9,74,34
13,5,3,1,110,74,36,20,11,9,35,0,6,17,1.075,9,74,28
14,5,3,1,110,84,26,20,15,5,32,0,7,17,1.075,9,87,23
15,5,3,1,110,70,40,20,15,5,26,1,9,15,1.075,9,76,21
16,5,3,1,110,84,26,20,12,8,29,1,3,19,1.075,6,84,23
17,5,3,1,110,78,32,20,10,10,22,1,10,21,1.075,11,82,31
18,5,3,1,110,98,12,20,13,7,23,1,9,19,1.075,12,107,34
19,5,3,1,110,84,26,20,13,7,27,1,6,19,1.075,10,89,35
20,5,3,1,110,71,39,20,17,3,25,1,6,20,1.075,8,74,28
21,5,3,1,110,76,34,20,14,6,26,1,4,21,1.075,6,83,19
22,5,3,1,110,71,39,20,11,9,26,1,3,14,1.075,5,71,22
23,5,3,1,110,70,40,20,14,6,16,2,2,14,1.075,3,72,24
0,6,3,1,110,72,38,20,11,9,16,2,4,12,1.075,8,72,19
1,6,3,1,110,70,40,20,13,7,20,2,3,17,1.075,6,72,22
2,6,3,1,110,87,23,20,12,8,18,2,6,19,1.075,6,87,27
3,6,3,1,110,74,36,20,11,9,17,2,3,20,1.075,6,79,23
4,6,3,1,110,74,36,20,12,8,15,2,3,18,1.075,3,75,22
5,6,3,1,110,84,26,20,12,8,14,2,8,16,1.075,11,81,25
6,6,3,1,110,80,30,20,12,8,17,2,4,18,1.075,6,83,22
7,6,3,1,110,75,35,20,13,7,30,0,3,18,1.075,7,72,22
8,6,3,1,110,82,28,20,14,6,36,0,11,20,1.075,11,90,36
9,6,3,1,110,88,22,20,12,8,35,0,8,22,1.075,8,91,42
10,6,3,1,110,94,16,20,13,7,34,0,7,20,1.075,11,100,44
11,6,3,1,110,86,24,20,14,6,37,0,10,20,1.075,12,95,35
12,6,3,1,110,89,21,20,13,7,37,0,10,23,1.075,13,93,34
13,6,3,1,110,73,37,20,12,8,39,0,6,17,1.075,10,73,28
14,6,3,1,110,71,39,20,13,7,33,0,2,18,1.075,7,72,21
15,6,3,1,110,72,38,20,12,8,24,1,4,16,1.075,5,81,27
16,6,3,1,110,80,30,20,10,10,24,1,7,20,1.075,7,84,24
17,6,3,1,110,92,18,20,14,6,27,1,7,20,1.075,10,96,32
18,6,3,1,110,82,28,20,11,9,26,1,3,20,1.075,3,84,33
19,6,3,1,110,84,26,20,12,8,22,1,6,21,1.075,7,88,30
20,6,3,1,110,85,25,20,15,5,26,1,3,18,1.075,3,88,29
21,6,3,1,110,65,45,20,14,6,27,1,2,16,1.075,2,64,22
22,6,3,1,110,68,42,20,13,7,26,1,8,16,1.075,10,74,18
23,6,3,1,110,77,33,20,13,7,16,2,5,15,1.075,6,80,23
0,0,3,0,110,68,42,20,14,6,15,2,6,16,1.075,7,68,18
1,0,3,0,110,65,45,20,12,8,15,2,4,18,1.075,4,68,19
2,0,3,0,110,67,43,20,15,5,18,2,6,19,1.075,8,67,18
3,0,3,0,110,67,43,20,10,10,18,2,5,19,1.075,7,69,29
4,0,3,0,110,67,43,20,15,5,16,2,8,17,1.075,12,69,25
5,0,3,0,110,71,39,20,13,7,17,2,5,17,1.075,7,75,18
6,0,3,0,110,64,46,20,15,5,15,2,5,19,1.075,6,67,21
7,0,3,0,110,70,40,20,13,7,29,0,2,14,1.075,2,72,21
8,0,3,0,110,85,25,20,12,8,35,0,6,20,1.075,7,87,25
9,0,3,0,110,80,30,20,11,9,35,0,7,14,1.075,7,84,32
10,0,3,0,110,82,28,20,10,10,37,0,11,22,1.075,13,86,37
11,0,3,0,110,83,27,20,14,6,30,0,8,19,1.075,8,88,32
12,0,3,0,110,83,27,20,13,7,36,0,7,18,1.075,8,86,29
13,0,3,0,110,71,39,20,11,9,35,0,9,18,1.075,11,70,21
14,0,3,0,110,69,41,20,14,6,34,0,3,17,1.075,7,72,19
15,0,3,0,110,72,38,20,13,7,26,1,7,18,1.075,9,68,21
16,0,3,0,110,89,21,20,13,7,27,1,4,15,1.075,6,93,29
17,0,3,0,110,76,34,20,15,5,25,1,10,22,1.075,12,77,31
18,0,3,0,110,80,30,20,13,7,26,1,9,21,1.075,11,82,28
19,0,3,0,110,73,37,20,11,9,26,1,4,16,1.075,6,75,29
20,0,3,0,110,75,35,20,10,10,24,1,4,17,1.075,5,76,22
21,0,3,0,110,74,36,20,11,9,27,1,5,18,1.075,8,75,19
22,0,3,0,110,64,46,20,12,8,27,1,8,19,1.075,9,68,18
23,0,3,0,110,72,38,20,10,10,16,2,2,17,1.075,3,80,21
0,1,3,0,110,66,44,20,12,8,19,2,5,17,1.075,7,67,20
1,1,3,0,110,71,39,20,14,6,19,2,2,14,1.075,3,74,22
2,1,3,0,110,77,33,20,9,11,17,2,5,19,1.075,9,87,21
3,1,3,0,110,78,32,20,13,7,20,2,6,16,1.075,10,76,21
4,1,3,0,110,69,41,20,14,6,20,2,6,18,1.075,7,70,20
5,1,3,0,110,66,44,20,14,6,15,2,2,17,1.075,2,70,18
6,1,3,0,110,74,36,20,14,6,19,2,4,16,1.075,6,76,23
7,1,3,0,110,73,37,20,15,5,33,0,2,23,1.075,3,81,24
8,1,3,0,110,84,26,20,14,6,37,0,4,21,1.075,8,88,26
9,1,3,0,110,87,23,20,11,9,33,0,4,22,1.075,6,93,31
10,1,3,0,110,89,21,20,15,5,35,0,7,19,1.075,9,95,35
11,1,3,0,110,87,23,20,11,9,32,0,12,22,1.075,12,89,35
12,1,3,0,110,75,35,20,11,9,34,0,10,24,1.075,11,81,27
13,1,3,0,110,76,34,20,15,5,36,0,6,17,1.075,9,81,25
14,1,3,0,110,82,28,20,14,6,35,0,4,18,1.075,6,89,24
15,1,3,0,110,64,46,20,13,7,25,1,4,18,1.075,7,66,28
16,1,3,0,110,78,32,20,14,6,22,1,4,17,1.075,5,82,23
17,1,3,0,110,78,32,20,14,6,24,1,6,20,1.075,7,87,23
18,1,3,0,110,78,32,20,12,8,28,1,2,20,1.075,4,83,30
19,1,3,0,110,71,39,20,13,7,27,1,7,20,1.075,9,80,22
20,1,3,0,110,68,42,20,15,5,26,1,7,19,1.075,10,71,20
21,1,3,0,110,72,38,20,10,10,25,1,8,17,1.075,8,70,21
22,1,3,0,110,68,42,20,15,5,26,1,3,17,1.075,4,71,19
23,1,3,0,110,70,40,20,15,5,16,2,4,18,1.075,6,77,18
0,2,3,0,110,72,38,20,11,9,16,2,2,18,1.075,4,74,18
1,2,3,0,110,71,39,20,14,6,15,2,6,17,1.075,8,73,18
2,2,3,0,110,81,29,20,13,7,17,2,5,13,1.075,6,85,18
3,2,3,0,110,68,42,20,16,4,16,2,7,15,1.075,10,69,18
4,2,3,0,110,77,33,20,14,6,17,2,4,14,1.075,9,80,20
5,2,3,0,110,68,42,20,11,9,19,2,2,19,1.075,7,77,19
6,2,3,0,110,74,36,20,14,6,19,2,8,19,1.075,11,75,27
7,2,3,0,110,82,28,20,15,5,34,0,6,16,1.075,7,85,24
8,2,3,0,110,80,30,20,14,6,34,0,7,21,1.075,8,82,30
9,2,3,0,110,79,31,20,15,5,31,0,9,21,1.075,9,85,34
10,2,3,0,110,84,26,20,14,6,32,0,6,24,1.075,7,87,42
11,2,3,0,110,81,29,20,14,6,35,0,8,20,1.075,12,83,40
12,2,3,0,110,77,33,20,15,5,33,0,7,15,1.075,13,85,27
13,2,3,0,110,69,41,20,10,10,34,0,7,20,1.075,15,72,25
14,2,3,0,110,72,38,20,13,7,38,0,6,19,1.075,7,72,21
15,2,3,0,110,64,46,20,13,7,26,1,5,15,1.075,7,71,20
16,2,3,0,110,80,30,20,12,8,25,1,3,20,1.075,4,80,18
17,2,3,0,110,80,30,20,11,9,26,1,4,21,1.075,7,83,31
18,2,3,0,110,79,31,20,13,7,25,1,3,20,1.075,3,82,26
19,2,3,0,110,80,30,20,16,4,24,1,4,20,1.075,4,85,26
20,2,3,0,110,73,37,20,12,8,24,1,8,23,1.075,10,81,25
21,2,3,0,110,72,38,20,12,8,23,1,4,18,1.075,4,73,18
22,2,3,0,110,64,46,20,12,8,24,1,2,17,1.075,4,68,18
23,2,3,0,110,61,49,20,12,8,17,2,3,17,1.075,3,64,18
0,3,3,0,110,70,40,20,14,6,18,2,2,16,1.075,3,72,18
1,3,3,0,110,67,43,20,13,7,19,2,4,16,1.075,5,72,18
2,3,3,0,110,80,30,20,15,5,16,2,6,17,1.075,6,82,21
3,3,3,0,110,67,43,20,14,6,18,2,5,19,1.075,7,69,21
4,3,3,0,110,82,28,20,14,6,20,2,10,16,1.075,11,87,18
5,3,3,0,110,72,38,20,12,8,18,2,2,15,1.075,4,72,21
6,3,3,0,110,70,40,20,12,8,16,2,3,17,1.075,6,70,20
7,3,3,0,110,69,41,20,13,7,34,0,7,19,1.075,13,68,24
8,3,3,0,110,78,32,20,12,8,37,0,5,18,1.075,6,78,27
9,3,3,0,110,76,34,20,12,8,35,0,11,27,1.075,12,81,37
10,3,3,0,110,85,25,20,11,9,35,0,6,20,1.075,8,90,38
11,3,3,0,110,91,19,20,15,5,33,0,11,20,1.075,13,91,38
12,3,3,0,110,78,32,20,17,3,32,0,7,18,1.075,9,85,31
13,3,3,0,110,79,31,20,14,6,33,0,4,20,1.075,8,78,21
14,3,3,0,110,75,35,20,14,6,35,0,6,18,1.075,6,77,18
15,3,3,0,110,88,22,20,9,11,25,1,6,18,1.075,8,89,20
16,3,3,0,110,72,38,20,17,3,25,1,2,20,1.075,3,75,18
17,3,3,0,110,73,37,20,12,8,22,1,7,20,1.075,9,75,26
18,3,3,0,110,84,26,20,15,5,25,1,10,23,1.075,13,89,30
19,3,3,0,110,73,37,20,10,10,23,1,3,17,1.075,7,73,31
20,3,3,0,110,64,46,20,13,7,25,1,5,21,1.075,5,75,25
21,3,3,0,110,74,36,20,12,8,22,1,3,15,1.075,8,78,18
22,3,3,0,110,69,41,20,15,5,24,1,4,16,1.075,8,70,20
23,3,3,0,110,81,29,20,12,8,16,2,4,17,1.075,5,85,18
0,4,3,0,110,65,45,20,12,8,18,2,1,17,1.075,4,67,22
1,4,3,0,110,74,36,20,12,8,18,2,3,19,1.075,6,78,20
2,4,3,0,110,76,34,20,14,6,16,2,3,17,1.075,7,84,19
3,4,3,0,110,65,45,20,11,9,18,2,3,16,1.075,8,69,20
4,4,3,0,110,70,40,20,14,6,15,2,8,18,1.075,10,72,20
5,4,3,0,110,73,37,20,10,10,16,2,5,20,1.075,7,80,18
6,4,3,0,110,75,35,20,12,8,19,2,2,17,1.075,3,76,23
7,4,3,0,110,72,38,20,14,6,36,0,4,20,1.075,5,79,25
8,4,3,0,110,76,34,20,10,10,36,0,6,20,1.075,6,79,31
9,4,3,0,110,82,28,20,17,3,37,0,8,25,1.075,9,85,33
10,4,3,0,110,93,17,20,15,5,37,0,6,23,1.075,6,102,34
11,4,3,0,110,84,26,20,16,4,38,0,10,19,1.075,12,92,40
12,4,3,0,110,75,35,20,16,4,35,0,7,18,1.075,10,80,31
13,4,3,0,110,79,31,20,14,6,33,0,2,16,1.075,3,85,25
14,4,3,0,110,72,38,20,15,5,34,0,2,17,1.075,2,79,18
15,4,3,0,110,75,35,20,13,7,26,1,5,17,1.075,6,74,22
16,4,3,0,110,76,34,20,16,4,22,1,13,18,1.075,14,82,24
17,4,3,0,110,80,30,20,14,6,26,1,5,20,1.075,7,87,25
18,4,3,0,110,78,32,20,14,6,24,1,6,18,1.075,6,80,31
19,4,3,0,110,74,36,20,14,6,26,1,8,22,1.075,9,74,29
20,4,3,0,110,72,38,20,15,5,24,1,3,17,1.075,7,70,24
21,4,3,0,110,79,31,20,13,7,27,1,3,16,1.075,6,78,20
22,4,3,0,110,68,42,20,14,6,24,1,7,13,1.075,12,70,21
23,4,3,0,110,66,44,20,12,8,19,2,3,19,1.075,5,69,18
0,5,3,1,110,63,47,20,12,8,18,2,6,19,1.075,7,62,22
1,5,3,1,110,72,38,20,17,3,20,2,4,19,1.075,5,72,24
2,5,3,1,110,67,43,20,16,4,16,2,4,15,1.075,9,70,22
3,5,3,1,110,69,41,20,12,8,19,2,9,15,1.075,9,68,18
4,5,3,1,110,78,32,20,15,5,16,2,7,20,1.075,8,80,21
5,5,3,1,110,69,41,20,14,6,18,2,0,19,1.075,4,76,24
6,5,3,1,110,71,39,20,13,7,17,2,15,16,1.075,19,76,20
7,5,3,1,110,92,18,20,10,10,35,0,8,18,1.075,11,94,24
8,5,3,1,110,89,21,20,12,8,36,0,9,17,1.075,10,92,33
9,5,3,1,110,93,17,20,12,8,36,0,7,21,1.075,9,95,40
10,5,3,1,110,103,7,20,12,8,35,0,7,21,1.075,11,110,40
11,5,3,1,110,92,18,20,10,10,33,0,5,22,1.075,12,99,39
12,5,3,1,110,76,34,20,12,8,32,0,13,23,1.075,15,80,29
13,5,3,1,110,76,34,20,12,8,32,0,8,21,1.075,11,79,27
14,5,3,1,110,72,38,20,11,9,36,0,8,20,1.075,11,76,25
15,5,3,1,110,67,43,20,13,7,25,1,4,19,1.075,6,66,19
16,5,3,1,110,79,31,20,14,6,26,1,4,18,1.075,4,82,26
17,5,3,1,110,84,26,20,13,7,22,1,12,18,1.075,14,88,32
18,5,3,1,110,74,36,20,11,9,25,1,11,17,1.075,13,78,30
19,5,3,1,110,72,38,20,15,5,24,1,9,19,1.075,11,79,34
20,5,3,1,110,78,32,20,11,9,23,1,9,16,1.075,10,83,22
21,5,3,1,110,69,41,20,16,4,24,1,7,18,1.075,8,73,23
22,5,3,1,110,83,27,20,12,8,22,1,6,16,1.075,8,83,20
23,5,3,1,110,76,34,20,13,7,19,2,7,15,1.075,9,79,20
0,6,3,1,110,64,46,20,13,7,19,2,3,19,1.075,4,69,19
1,6,3,1,110,69,41,20,13,7,18,2,7,17,1.075,8,69,23
2,6,3,1,110,77,33,20,15,5,19,2,5,17,1.075,5,80,23
3,6,3,1,110,77,33,20,13,7,17,2,8,16,1.075,9,82,24
4,6,3,1,110,87,23,20,13,7,17,2,4,15,1.075,4,87,18
5,6,3,1,110,73,37,20,10,10,17,2,6,18,1.075,6,76,23
6,6,3,1,110,68,42,20,14,6,19,2,2,18,1.075,2,69,23
7,6,3,1,110,93,17,20,11,9,35,0,3,16,1.075,5,99,25
8,6,3,1,110,79,31,20,13,7,37,0,5,24,1.075,7,82,31
9,6,3,1,110,95,15,20,12,8,31,0,8,19,1.075,9,97,37
10,6,3,1,110,86,24,20,13,7,32,0,17,23,1.075,20,91,40
11,6,3,1,110,88,22,20,11,9,35,0,9,18,1.075,9,94,42
12,6,3,1,110,86,24,20,14,6,33,0,11,23,1.075,14,92,37
13,6,3,1,110,79,31,20,9,11,37,0,0,20,1.075,1,85,29
14,6,3,1,110,76,34,20,13,7,37,0,6,18,1.075,8,76,23
15,6,3,1,110,66,44,20,14,6,27,1,5,19,1.075,8,70,25
16,6,3,1,110,74,36,20,11,9,25,1,0,15,1.075,2,80,27
17,6,3,1,110,84,26,20,13,7,26,1,4,21,1.075,7,85,30
18,6,3,1,110,85,25,20,12,8,26,1,9,20,1.075,13,91,35
19,6,3,1,110,81,29,20,15,5,23,1,17,19,1.075,19,84,28
20,6,3,1,110,73,37,20,14,6,23,1,8,20,1.075,9,75,25
21,6,3,1,110,76,34,20,14,6,27,1,11,18,1.075,14,87,24
22,6,3,1,110,67,43,20,14,6,24,1,3,17,1.075,3,65,22
23,6,3,1,110,68,42,20,13,7,19,2,8,12,1.075,9,67,19
0,0,3,0,110,69,41,20,15,5,16,2,7,20,1.075,10,71,18
1,0,3,0,110,56,54,20,15,5,17,2,5,20,1.075,5,57,18
2,0,3,0,110,79,31,20,13,7,21,2,4,19,1.075,8,79,18
3,0,3,0,110,70,40,20,14,6,16,2,5,17,1.075,5,72,18
4,0,3,0,110,72,38,20,17,3,19,2,3,17,1.075,5,75,18
5,0,3,0,110,67,43,20,11,9,19,2,6,19,1.075,8,72,18
6,0,3,0,110,73,37,20,12,8,18,2,4,18,1.075,6,77,18
7,0,3,0,110,72,38,20,11,9,32,0,7,19,1.075,7,74,27
8,0,3,0,110,87,23,20,13,7,31,0,3,22,1.075,4,88,32
9,0,3,0,110,91,19,20,11,9,35,0,7,20,1.075,9,91,38
10,0,3,0,110,89,21,20,14,6,36,0,10,22,1.075,11,89,41
11,0,3,0,110,82,28,20,13,7,35,0,7,22,1.075,8,86,36
12,0,3,0,110,80,30,20,11,9,33,0,6,18,1.075,7,84,30
13,0,3,0,110,78,32,20,14,6,34,0,1,17,1.075,4,81,20
14,0,3,0,110,84,26,20,12,8,34,0,7,16,1.075,11,88,18
15,0,3,0,110,73,37,20,15,5,28,1,4,18,1.075,8,76,18
16,0,3,0,110,79,31,20,8,12,23,1,7,15,1.075,11,86,22
17,0,3,0,110,83,27,20,10,10,22,1,11,18,1.075,13,94,25
18,0,3,0,110,85,25,20,15,5,22,1,6,21,1.075,7,85,31
19,0,3,0,110,75,35,20,10,10,22,1,8,13,1.075,9,71,28
20,0,3,0,110,77,33,20,12,8,29,1,8,20,1.075,9,87,20
21,0,3,0,110,72,38,20,12,8,25,1,4,16,1.075,9,70,26
22,0,3,0,110,74,36,20,9,11,23,1,4,16,1.075,4,83,18
23,0,3,0,110,63,47,20,16,4,16,2,3,17,1.075,3,65,18
0,1,3,0,110,70,40,20,15,5,19,2,6,21,1.075,9,73,21
1,1,3,0,110,68,42,20,14,6,18,2,8,17,1.075,12,68,18
2,1,3,0,110,80,30,20,11,9,18,2,5,15,1.075,5,82,22
3,1,3,0,110,76,34,20,13,7,18,2,3,21,1.075,3,74,18
4,1,3,0,110,73,37,20,13,7,16,2,3,19,1.075,4,78,19
5,1,3,0,110,75,35,20,13,7,18,2,4,17,1.075,5,75,19
6,1,3,0,110,61,49,20,11,9,20,2,5,21,1.075,6,60,19
7,1,3,0,110,89,21,20,10,10,33,0,5,19,1.075,9,89,28
8,1,3,0,110,72,38,20,13,7,36,0,4,22,1.075,4,78,26
9,1,3,0,110,90,20,20,13,7,33,0,3,22,1.075,4,92,36
10,1,3,0,110,86,24,20,14,6,29,0,10,24,1.075,15,92,33
11,1,3,0,110,83,27,20,12,8,36,0,11,21,1.075,14,83,40
12,1,3,0,110,80,30,20,11,9,38,0,7,21,1.075,11,84,30
13,1,3,0,110,77,33,20,11,9,35,0,8,19,1.075,11,82,24
14,1,3,0,110,70,40,20,12,8,37,0,7,17,1.075,7,71,18
15,1,3,0,110,65,45,20,14,6,23,1,5,18,1.075,9,79,18
16,1,3,0,110,77,33,20,12,8,25,1,5,16,1.075,6,77,20
17,1,3,0,110,82,28,20,11,9,24,1,8,20,1.075,9,82,32
18,1,3,0,110,79,31,20,13,7,22,1,6,21,1.075,9,84,33
19,1,3,0,110,71,39,20,12,8,27,1,7,19,1.075,10,73,27
20,1,3,0,110,74,36,20,13,7,22,1,4,19,1.075,8,78,21
21,1,3,0,110,74,36,20,12,8,27,1,6,15,1.075,6,74,22
22,1,3,0,110,72,38,20,12,8,24,1,10,15,1.075,12,74,18
23,1,3,0,110,68,42,20,14,6,20,2,4,15,1.075,7,71,18
0,2,3,0,110,68,42,20,11,9,18,2,3,16,1.075,3,69,18
1,2,3,0,110,65,45,20,11,9,18,2,6,15,1.075,9,70,19
2,2,3,0,110,79,31,20,14,6,18,2,4,18,1.075,5,78,20
3,2,3,0,110,72,38,20,16,4,22,2,5,16,1.075,6,72,23
4,2,3,0,110,79,31,20,14,6,19,2,4,18,1.075,5,81,18
5,2,3,0,110,76,34,20,16,4,19,2,4,17,1.075,4,75,18
6,2,3,0,110,66,44,20,11,9,20,2,4,17,1.075,5,70,20
7,2,3,0,110,78,32,20,13,7,33,0,4,20,1.075,8,80,26
8,2,3,0,110,77,33,20,13,7,34,0,8,22,1.075,13,80,31
9,2,3,0,110,84,26,20,12,8,33,0,8,22,1.075,8,89,30
10,2,3,0,110,85,25,20,11,9,36,0,9,23,1.075,10,87,37
11,2,3,0,110,88,22,20,14,6,36,0,8,18,1.075,9,90,33
12,2,3,0,110,76,34,20,13,7,32,0,6,18,1.075,8,79,28
13,2,3,0,110,80,30,20,13,7,34,0,7,22,1.075,8,84,29
14,2,3,0,110,78,32,20,12,8,36,0,5,17,1.075,7,84,18
15,2,3,0,110,74,36,20,14,6,25,1,4,20,1.075,4,76,18
16,2,3,0,110,77,33,20,13,7,24,1,5,19,1.075,7,80,29
17,2,3,0,110,78,32,20,14,6,23,1,7,19,1.075,9,82,24
18,2,3,0,110,84,26,20,10,10,24,1,7,18,1.075,9,84,33
19,2,3,0,110,79,31,20,12,8,22,1,5,20,1.075,7,83,26
20,2,3,0,110,76,34,20,14,6,24,1,8,19,1.075,11,83,26
21,2,3,0,110,69,41,20,13,7,27,1,2,22,1.075,4,70,18
22,2,3,0,110,70,40,20,14,6,23,1,6,10,1.075,8,70,19
23,2,3,0,110,67,43,20,10,10,17,2,9,15,1.075,12,68,18
0,3,3,0,110,61,49,20,12,8,15,2,3,18,1.075,4,67,18
1,3,3,0,110,73,37,20,14,6,19,2,2,18,1.075,5,78,18
2,3,3,0,110,56,54,20,14,6,18,2,6,18,1.075,10,59,20
3,3,3,0,110,78,32,20,12,8,20,2,6,18,1.075,10,82,22
4,3,3,0,110,69,41,20,12,8,16,2,5,18,1.075,6,72,20
5,3,3,0,110,68,42,20,13,7,20,2,6,16,1.075,8,69,18
6,3,3,0,110,70,40,20,14,6,16,2,4,14,1.075,6,72,19
7,3,3,0,110,76,34,20,18,2,34,0,1,17,1.075,2,80,24
8,3,3,0,110,77,33,20,10,10,30,0,10,20,1.075,14,85,34
9,3,3,0,110,81,29,20,14,6,35,0,11,22,1.075,13,85,36
10,3,3,0,110,92,18,20,12,8,35,0,9,18,1.075,10,100,35
11,3,3,0,110,77,33,20,12,8,40,0,11,23,1.075,13,90,36
12,3,3,0,110,79,31,20,13,7,31,0,6,19,1.075,8,84,30
13,3,3,0,110,77,33,20,14,6,31,0,6,18,1.075,9,82,28
14,3,3,0,110,78,32,20,14,6,37,0,4,18,1.075,7,79,18
15,3,3,0,110,73,37,20,13,7,22,1,4,16,1.075,5,72,18
16,3,3,0,110,69,41,20,12,8,25,1,9,16,1.075,11,72,25
17,3,3,0,110,85,25,20,11,9,24,1,7,24,1.075,7,86,26
18,3,3,0,110,83,27,20,12,8,28,1,10,21,1.075,14,89,28
19,3,3,0,110,79,31,20,13,7,26,1,5,17,1.075,8,82,26
20,3,3,0,110,68,42,20,12,8,25,1,6,17,1.075,9,72,27
21,3,3,0,110,66,44,20,15,5,24,1,1,17,1.075,4,71,18
22,3,3,0,110,65,45,20,10,10,25,1,5,15,1.075,6,65,18
23,3,3,0,110,70,40,20,11,9,19,2,3,16,1.075,7,72,19
0,4,3,0,110,67,43,20,12,8,17,2,4,15,1.075,6,70,18
1,4,3,0,110,71,39,20,13,7,19,2,1,16,1.075,4,71,18
2,4,3,0,110,73,37,20,11,9,19,2,4,16,1.075,6,73,18
3,4,3,0,110,70,40,20,11,9,18,2,3,17,1.075,6,70,18
4,4,3,0,110,69,41,20,13,7,17,2,4,18,1.075,7,67,19
5,4,3,0,110,70,40,20,14,6,21,2,3,17,1.075,5,67,24
6,4,3,0,110,67,43,20,13,7,16,2,3,16,1.075,4,73,19
7,4,3,0,110,74,36,20,11,9,39,0,5,23,1.075,5,78,22
8,4,3,0,110,74,36,20,15,5,31,0,9,18,1.075,12,77,28
9,4,3,0,110,84,26,20,11,9,38,0,10,23,1.075,12,91,35
10,4,3,0,110,83,27,20,10,10,32,0,8,25,1.075,9,87,37
11,4,3,0,110,78,32,20,14,6,33,0,6,20,1.075,10,84,38
12,4,3,0,110,80,30,20,14,6,38,0,8,25,1.075,9,81,29
13,4,3,0,110,77,33,20,14,6,32,0,2,21,1.075,3,79,24
14,4,3,0,110,72,38,20,12,8,35,0,6,16,1.075,10,76,18
15,4,3,0,110,73,37,20,14,6,22,1,3,16,1.075,6,73,19
16,4,3,0,110,77,33,20,14,6,26,1,6,19,1.075,7,78,22
17,4,3,0,110,81,29,20,12,8,25,1,9,20,1.075,9,83,26
18,4,3,0,110,72,38,20,14,6,29,1,6,22,1.075,7,77,30
19,4,3,0,110,81,29,20,13,7,24,1,7,20,1.075,8,81,28
20,4,3,0,110,76,34,20,10,10,22,1,6,18,1.075,8,81,18
21,4,3,0,110,72,38,20,14,6,20,1,9,16,1.075,10,72,19
22,4,3,0,110,72,38,20,11,9,29,1,5,17,1.075,7,75,21
23,4,3,0,110,72,38,20,13,7,17,2,6,13,1.075,9,76,19
0,5,3,1,110,77,33,20,14,6,17,2,5,22,1.075,5,77,19
1,5,3,1,110,74,36,20,14,6,20,2,4,15,1.075,6,75,18
2,5,3,1,110,73,37,20,13,7,18,2,9,14,1.075,11,78,21
3,5,3,1,110,73,37,20,17,3,16,2,3,19,1.075,8,73,24
4,5,3,1,110,74,36,20,15,5,18,2,3,17,1.075,4,81,21
5,5,3,1,110,72,38,20,14,6,16,2,5,18,1.075,8,72,25
6,5,3,1,110,88,22,20,15,5,19,2,4,21,1.075,4,90,21
7,5,3,1,110,77,33,20,11,9,38,0,7,18,1.075,9,80,23
8,5,3,1,110,85,25,20,14,6,38,0,12,20,1.075,14,90,33
9,5,3,1,110,86,24,20,11,9,35,0,9,20,1.075,9,94,35
10,5,3,1,110,93,17,20,11,9,37,0,8,21,1.075,8,97,38
11,5,3,1,110,92,18,20,13,7,36,0,13,20,1.075,15,99,41
12,5,3,1,110,74,36,20,13,7,34,0,7,19,1.075,9,74,30
13,5,3,1,110,73,37,20,14,6,34,0,4,19,1.075,5,82,26
14,5,3,1,110,75,35,20,12,8,36,0,4,15,1.075,6,79,18
15,5,3,1,110,73,37,20,13,7,24,1,1,20,1.075,8,74,26
16,5,3,1,110,85,25,20,10,10,26,1,5,17,1.075,8,88,22
17,5,3,1,110,86,24,20,12,8,26,1,4,18,1.075,4,89,29
18,5,3,1,110,78,32,20,14,6,24,1,4,20,1.075,5,87,36
19,5,3,1,110,80,30,20,12,8,27,1,11,18,1.075,15,80,30
20,5,3,1,110,74,36,20,12,8,23,1,6,16,1.075,7,76,25
21,5,3,1,110,67,43,20,14,6,23,1,8,19,1.075,8,68,25
